"transaction_id","product_id","customer_id","transaction_date","online_order","order_status","brand","product_line","product_class","product_size","standard_cost","list_price"
5310,73,404,"18.04.2017",false,Approved,Solex,Standard,medium,medium,"333,18",1945.43
5311,4,2894,"28.08.2017",false,Approved,Giant Bicycles,Standard,high,medium,"677,48",1129.13
5312,0,1826,"30.09.2017",true,Approved,OHM Cycles,Standard,medium,medium,"125,07",235.63
5313,86,2770,"31.01.2017",true,Approved,Norco Bicycles,Road,high,large,"464,72",774.53
5314,27,2184,"14.09.2017",false,Approved,Trek Bicycles,Standard,medium,medium,"388,72",499.53
5315,23,820,"27.03.2017",false,Approved,Norco Bicycles,Standard,medium,medium,"381,10",1198.46
5316,78,17,"14.11.2017",true,Approved,Giant Bicycles,Standard,medium,large,"709,48",1765.3
5317,40,2411,"21.05.2017",false,Approved,Trek Bicycles,Road,medium,large,"598,76",1894.19
5318,43,3220,"01.11.2017",false,Approved,Solex,Standard,medium,medium,"649,49",1151.96
5319,78,2353,"06.06.2017",false,Approved,Giant Bicycles,Standard,medium,large,"709,48",1765.3
5320,31,2539,"15.04.2017",true,Approved,Giant Bicycles,Standard,medium,medium,"173,18",230.91
5321,3,8,"08.12.2017",true,Approved,Trek Bicycles,Standard,medium,large,"388,92",2091.47
5322,0,2048,"12.07.2017",true,Approved,Giant Bicycles,Standard,medium,large,"528,43",569.56
5323,11,3010,"01.01.2017",false,Cancelled,Giant Bicycles,Standard,high,medium,"764,96",1274.93
5324,58,2429,"19.05.2017",true,Approved,OHM Cycles,Standard,medium,medium,"141,40",912.52
5325,6,1286,"17.07.2017",false,Approved,Solex,Standard,high,medium,"448,90",748.17
5326,0,1304,"30.09.2017",true,Approved,Norco Bicycles,Road,medium,medium,"376,84",544.05
5327,9,1182,"25.12.2017",false,Approved,OHM Cycles,Road,medium,medium,"667,40",742.54
5328,55,1349,"17.11.2017",true,Approved,Trek Bicycles,Road,medium,large,"598,76",1894.19
5329,57,3220,"20.11.2017",false,Approved,WeareA2B,Touring,medium,large,"260,14",1890.39
5330,3,536,"12.11.2017",false,Approved,Trek Bicycles,Standard,medium,large,"388,92",2091.47
5331,0,1107,"28.09.2017",false,Approved,Solex,Standard,medium,medium,"53,62",71.49
5332,34,506,"23.03.2017",true,Approved,Norco Bicycles,Road,high,large,"464,72",774.53
5333,93,1220,"17.01.2017",false,Approved,OHM Cycles,Standard,high,medium,"874,90",1458.17
5334,48,576,"26.10.2017",true,Approved,WeareA2B,Standard,medium,medium,"950,52",1762.96
5335,33,2609,"23.02.2017",false,Approved,Giant Bicycles,Standard,medium,small,"1167,18",1311.44
5336,83,410,"24.12.2017",true,Approved,Solex,Touring,medium,large,"675,03",2083.94
5337,46,2124,"03.11.2017",true,Approved,OHM Cycles,Standard,low,medium,"248,82",1793.43
5338,7,614,"08.07.2017",false,Approved,Trek Bicycles,Road,low,medium,"234,43",980.37
5339,59,102,"22.04.2017",true,Approved,Solex,Standard,medium,large,"733,58",1061.56
5340,71,3421,"02.12.2017",true,Approved,Solex,Standard,high,large,"1105,75",1842.92
5341,23,2005,"29.03.2017",true,Approved,Norco Bicycles,Standard,medium,medium,"381,10",1198.46
5342,37,2557,"25.08.2017",false,Approved,OHM Cycles,Standard,low,medium,"248,82",1793.43
5343,37,772,"11.07.2017",false,Cancelled,OHM Cycles,Standard,low,medium,"248,82",1793.43
5344,14,146,"24.05.2017",false,Approved,Trek Bicycles,Standard,medium,small,"1234,29",1386.84
5345,97,644,"26.07.2017",false,Approved,Solex,Standard,medium,large,"151,96",202.62
5346,40,2017,"18.12.2017",false,Approved,OHM Cycles,Standard,high,medium,"874,90",1458.17
5347,60,172,"17.06.2017",false,Approved,Giant Bicycles,Standard,high,small,"1759,85",1977.36
5348,72,1920,"22.10.2017",true,Approved,Norco Bicycles,Standard,medium,medium,"270,30",360.4
5349,2,711,"02.01.2017",true,Approved,Solex,Standard,medium,medium,"53,62",71.49
5350,100,2728,"17.08.2017",false,Approved,Trek Bicycles,Standard,medium,small,"1234,29",1386.84
5351,53,769,"01.01.2017",true,Approved,OHM Cycles,Standard,medium,medium,"101,58",795.34
5352,72,2659,"23.01.2017",true,Approved,OHM Cycles,Standard,medium,medium,"141,40",912.52
5353,97,3367,"09.10.2017",true,Approved,Solex,Standard,medium,large,"151,96",202.62
5354,22,1383,"19.04.2017",false,Approved,WeareA2B,Standard,medium,medium,"45,26",60.34
5355,6,2127,"14.11.2017",false,Approved,OHM Cycles,Standard,high,medium,"136,73",227.88
5356,0,1885,"12.05.2017",true,Approved,Solex,Standard,medium,medium,"53,62",71.49
5357,13,2747,"16.12.2017",false,Approved,Solex,Standard,medium,medium,"589,27",1163.89
5358,86,568,"30.09.2017",false,Approved,OHM Cycles,Standard,medium,medium,"125,07",235.63
5359,41,614,"12.12.2017",true,Approved,Solex,Road,medium,medium,"312,74",416.98
5360,7,3309,"06.12.2017",false,Approved,Giant Bicycles,Standard,medium,small,"1167,18",1311.44
5361,45,3205,"07.01.2017",true,Approved,Solex,Standard,medium,medium,"84,99",441.49
5362,92,2750,"19.01.2017",true,Approved,WeareA2B,Touring,medium,large,"260,14",1890.39
5363,16,1372,"18.06.2017",true,Approved,Norco Bicycles,Standard,high,small,"1479,11",1661.92
5364,32,1299,"12.09.2017",false,Approved,Giant Bicycles,Standard,medium,medium,"211,37",642.7
5365,9,2033,"13.06.2017",false,Approved,Norco Bicycles,Standard,medium,small,"1082,36",1216.14
5366,16,2490,"07.10.2017",false,Approved,Norco Bicycles,Standard,high,small,"1479,11",1661.92
5367,74,987,"26.11.2017",true,Approved,WeareA2B,Standard,medium,medium,"400,91",1228.07
5368,76,2880,"28.10.2017",false,Approved,WeareA2B,Standard,low,medium,"513,85",642.31
5369,55,2208,"17.05.2017",true,Approved,Trek Bicycles,Road,medium,large,"598,76",1894.19
5370,86,3344,"20.12.2017",true,Approved,OHM Cycles,Standard,medium,medium,"125,07",235.63
5371,6,3011,"25.11.2017",true,Approved,Solex,Standard,high,medium,"448,90",748.17
5372,45,2502,"07.10.2017",false,Approved,Solex,Standard,medium,medium,"84,99",441.49
5373,62,3471,"24.02.2017",false,Approved,Solex,Standard,high,medium,"614,80",1024.66
5374,71,2270,"10.01.2017",true,Approved,Solex,Standard,high,large,"1105,75",1842.92
5375,36,1045,"08.09.2017",true,Approved,Solex,Standard,low,medium,"507,58",945.04
5376,67,653,"30.09.2017",true,Approved,Norco Bicycles,Road,medium,medium,"376,84",544.05
5377,62,2357,"20.11.2017",false,Approved,Solex,Standard,medium,medium,"298,72",478.16
5378,92,2888,"01.12.2017",true,Approved,WeareA2B,Touring,medium,large,"260,14",1890.39
5379,25,822,"05.02.2017",false,Approved,OHM Cycles,Standard,high,medium,"1203,40",2005.66
5380,53,1076,"13.01.2017",true,Approved,OHM Cycles,Standard,medium,medium,"101,58",795.34
5381,28,2597,"20.03.2017",false,Approved,Solex,Road,medium,small,"1516,13",1703.52
5382,9,1704,"27.02.2017",true,Approved,Norco Bicycles,Standard,medium,small,"1082,36",1216.14
5383,40,2847,"10.03.2017",false,Approved,OHM Cycles,Standard,high,medium,"874,90",1458.17
5384,39,2218,"09.12.2017",true,Approved,Giant Bicycles,Standard,medium,large,"582,48",1812.75
5385,0,1796,"04.01.2017",false,Approved,OHM Cycles,Standard,medium,medium,"125,07",235.63
5386,35,2010,"26.11.2017",false,Approved,Giant Bicycles,Standard,medium,medium,"954,82",1403.5
5387,59,1855,"08.12.2017",true,Approved,Solex,Standard,medium,large,"733,58",1061.56
5388,37,3280,"11.03.2017",false,Approved,OHM Cycles,Standard,low,medium,"248,82",1793.43
5389,20,780,"03.10.2017",false,Approved,Trek Bicycles,Standard,medium,small,"1580,47",1775.81
5390,70,1941,"14.04.2017",true,Approved,Trek Bicycles,Standard,high,medium,"297,43",495.72
5391,6,2251,"21.09.2017",true,Approved,Solex,Standard,high,medium,"448,90",748.17
5392,86,2783,"06.07.2017",false,Approved,OHM Cycles,Standard,medium,medium,"125,07",235.63
5393,66,2587,"30.07.2017",false,Approved,Giant Bicycles,Road,low,small,"525,33",590.26
5394,56,1402,"14.02.2017",true,Approved,OHM Cycles,Standard,medium,medium,"137,90",183.86
5395,53,593,"13.08.2017",true,Approved,OHM Cycles,Standard,medium,medium,"101,58",795.34
5396,0,1953,"03.05.2017",true,Approved,Trek Bicycles,Standard,high,medium,"297,43",495.72
5397,87,2977,"21.12.2017",true,Approved,Giant Bicycles,Standard,high,medium,"707,40",1179.0
5398,25,1563,"04.05.2017",true,Approved,Giant Bicycles,Road,medium,medium,"829,65",1538.99
5399,1,2959,"03.08.2017",false,Approved,Giant Bicycles,Standard,medium,medium,"954,82",1403.5
5400,27,3239,"27.02.2017",true,Approved,Trek Bicycles,Standard,low,medium,"154,40",1057.51
5401,8,1936,"13.07.2017",false,Approved,Solex,Road,medium,small,"1516,13",1703.52
5402,32,3450,"13.01.2017",true,Approved,Giant Bicycles,Standard,medium,medium,"211,37",642.7
5403,44,3108,"07.11.2017",false,Approved,WeareA2B,Standard,medium,medium,"108,76",1769.64
5404,77,3443,"28.07.2017",false,Approved,Norco Bicycles,Road,medium,large,"795,10",1240.31
5405,32,183,"07.06.2017",true,Approved,Giant Bicycles,Standard,medium,medium,"211,37",642.7
5406,53,1962,"28.09.2017",true,Approved,OHM Cycles,Standard,medium,medium,"101,58",795.34
5407,70,2024,"06.10.2017",true,Approved,Trek Bicycles,Standard,high,medium,"297,43",495.72
5408,36,506,"14.08.2017",false,Approved,Solex,Standard,low,medium,"507,58",945.04
5409,45,1229,"06.10.2017",true,Approved,Solex,Standard,medium,medium,"84,99",441.49
12139,0,2762,"19.02.2017",true,Approved,"","","","","",1997.68
5410,34,2741,"12.10.2017",false,Cancelled,WeareA2B,Standard,medium,medium,"161,60",1231.15
5411,50,2966,"03.04.2017",false,Approved,WeareA2B,Standard,medium,small,"131,92",175.89
5412,40,2829,"04.06.2017",false,Approved,Trek Bicycles,Road,medium,large,"598,76",1894.19
5413,66,1578,"09.03.2017",false,Approved,Solex,Standard,medium,medium,"589,27",1163.89
5414,81,459,"16.11.2017",true,Approved,Norco Bicycles,Standard,medium,small,"521,94",586.45
5415,44,33,"22.11.2017",false,Approved,WeareA2B,Standard,medium,medium,"108,76",1769.64
5416,0,1700,"16.11.2017",false,Approved,Solex,Standard,medium,medium,"53,62",71.49
5417,61,607,"06.04.2017",true,Approved,OHM Cycles,Standard,low,medium,"56,93",71.16
5418,42,2156,"14.06.2017",true,Approved,OHM Cycles,Road,medium,small,"1610,90",1810.0
5419,27,2436,"27.04.2017",true,Approved,Trek Bicycles,Standard,medium,medium,"388,72",499.53
5420,38,1497,"26.06.2017",false,Approved,Trek Bicycles,Standard,medium,large,"388,92",2091.47
5421,49,1181,"13.11.2017",true,Approved,Trek Bicycles,Road,medium,medium,"400,13",533.51
5422,62,139,"09.02.2017",false,Approved,Solex,Standard,medium,medium,"298,72",478.16
5423,53,2405,"17.02.2017",false,Approved,OHM Cycles,Standard,medium,medium,"101,58",795.34
5424,87,238,"22.03.2017",true,Approved,Giant Bicycles,Standard,high,medium,"707,40",1179.0
5425,29,504,"08.07.2017",true,Approved,WeareA2B,Standard,medium,medium,"230,09",1065.03
5426,46,1461,"26.09.2017",true,Approved,Solex,Standard,low,medium,"74,51",1289.85
5427,15,2343,"29.10.2017",false,Approved,WeareA2B,Standard,medium,medium,"13,44",1292.84
5428,23,671,"29.10.2017",true,Approved,Norco Bicycles,Mountain,low,small,"612,88",688.63
5429,52,1845,"08.02.2017",false,Approved,OHM Cycles,Road,medium,medium,"829,51",1280.28
5430,41,2331,"22.03.2017",false,Approved,Solex,Road,medium,medium,"312,74",416.98
5431,96,2230,"22.06.2017",false,Approved,WeareA2B,Road,low,small,"1043,77",1172.78
5432,27,975,"09.02.2017",false,Approved,Trek Bicycles,Standard,medium,medium,"388,72",499.53
5433,46,3358,"07.04.2017",true,Approved,Solex,Standard,low,medium,"74,51",1289.85
5434,40,1140,"21.01.2017",false,Approved,OHM Cycles,Standard,high,medium,"874,90",1458.17
5435,95,3405,"07.03.2017",false,Approved,Giant Bicycles,Standard,medium,large,"528,43",569.56
5436,74,531,"20.04.2017",false,Approved,WeareA2B,Standard,medium,medium,"950,52",1762.96
5437,9,3334,"18.10.2017",true,Approved,OHM Cycles,Road,medium,medium,"667,40",742.54
5438,31,200,"02.11.2017",false,Approved,Giant Bicycles,Standard,medium,medium,"173,18",230.91
5439,83,171,"08.01.2017",true,Approved,Solex,Touring,medium,large,"675,03",2083.94
5440,88,1516,"15.10.2017",true,Approved,Norco Bicycles,Standard,medium,medium,"381,10",1198.46
5441,13,2803,"30.11.2017",true,Approved,Solex,Standard,medium,medium,"589,27",1163.89
5442,72,2391,"21.09.2017",true,Approved,Norco Bicycles,Standard,medium,medium,"270,30",360.4
5443,35,1760,"18.12.2017",false,Approved,Giant Bicycles,Standard,medium,medium,"954,82",1403.5
5444,90,1831,"12.06.2017",false,Approved,Norco Bicycles,Standard,low,medium,"290,41",363.01
5445,82,2491,"17.04.2017",false,Approved,Norco Bicycles,Standard,high,medium,"689,18",1148.64
5446,33,1988,"12.04.2017",true,Approved,Giant Bicycles,Standard,medium,small,"1167,18",1311.44
5447,19,3275,"26.12.2017",true,Approved,OHM Cycles,Road,high,large,"7,21",12.01
5448,34,2258,"21.09.2017",true,Approved,WeareA2B,Standard,medium,medium,"161,60",1231.15
5449,52,2706,"14.07.2017",true,Approved,OHM Cycles,Road,medium,medium,"829,51",1280.28
5450,83,3051,"31.01.2017",false,Approved,Solex,Touring,medium,large,"675,03",2083.94
5451,10,3158,"06.01.2017",true,Approved,WeareA2B,Touring,medium,medium,"363,25",1466.68
5452,43,531,"30.10.2017",false,Approved,Norco Bicycles,Standard,medium,medium,"818,01",1555.58
5453,20,896,"22.11.2017",true,Approved,Trek Bicycles,Standard,medium,small,"1580,47",1775.81
5454,32,2714,"29.06.2017",true,Approved,Giant Bicycles,Standard,high,medium,"707,40",1179.0
5455,21,1455,"25.03.2017",false,Approved,Solex,Standard,medium,large,"380,74",1071.23
5456,1,3274,"30.11.2017",false,Approved,Giant Bicycles,Standard,medium,medium,"954,82",1403.5
5457,18,3302,"16.10.2017",true,Approved,Solex,Standard,medium,medium,"431,45",575.27
5458,80,1197,"12.02.2017",false,Approved,Trek Bicycles,Standard,medium,large,"596,55",1469.44
5459,92,3147,"27.12.2017",true,Approved,WeareA2B,Standard,medium,small,"1259,36",1415.01
5460,39,1732,"23.05.2017",false,Approved,Giant Bicycles,Standard,medium,large,"582,48",1812.75
5461,0,1726,"21.12.2017",false,Cancelled,Norco Bicycles,Road,medium,medium,"407,54",543.39
5462,43,790,"26.05.2017",true,Approved,Solex,Standard,medium,medium,"649,49",1151.96
5463,59,2052,"29.01.2017",true,Approved,Solex,Standard,medium,large,"733,58",1061.56
5464,35,1993,"18.07.2017",true,Approved,Giant Bicycles,Standard,medium,medium,"954,82",1403.5
5465,3,941,"02.03.2017",false,Approved,Trek Bicycles,Standard,medium,large,"388,92",2091.47
5466,85,2376,"17.08.2017",true,Approved,WeareA2B,Standard,medium,medium,"400,91",1228.07
5467,85,2626,"05.06.2017",true,Approved,WeareA2B,Standard,medium,medium,"205,36",752.64
5468,25,1797,"01.06.2017",false,Approved,Giant Bicycles,Road,medium,medium,"829,65",1538.99
5469,100,1110,"13.12.2017",true,Approved,Trek Bicycles,Standard,medium,small,"1234,29",1386.84
5470,13,3193,"20.09.2017",true,Approved,Solex,Standard,medium,medium,"826,51",1577.53
5471,53,469,"20.09.2017",false,Approved,Giant Bicycles,Standard,high,medium,"764,96",1274.93
5472,76,2292,"12.09.2017",true,Approved,WeareA2B,Standard,low,medium,"513,85",642.31
5473,90,1315,"13.09.2017",false,Approved,Norco Bicycles,Standard,low,medium,"290,41",363.01
5474,71,1239,"01.05.2017",false,Approved,Solex,Standard,high,large,"1105,75",1842.92
5475,64,2656,"03.06.2017",false,Approved,Trek Bicycles,Standard,medium,large,"596,55",1469.44
5476,68,634,"29.11.2017",false,Approved,OHM Cycles,Standard,medium,medium,"44,71",1636.9
5477,48,1355,"10.10.2017",false,Approved,WeareA2B,Standard,medium,medium,"950,52",1762.96
5478,90,3479,"09.06.2017",false,Approved,Norco Bicycles,Standard,low,medium,"290,41",363.01
5479,90,3187,"03.10.2017",false,Approved,Norco Bicycles,Standard,low,medium,"290,41",363.01
5480,59,2018,"17.09.2017",true,Approved,Solex,Standard,medium,large,"733,58",1061.56
5481,3,2983,"26.07.2017",false,Approved,Trek Bicycles,Standard,medium,large,"388,92",2091.47
5482,93,2609,"22.04.2017",true,Approved,WeareA2B,Standard,medium,medium,"230,09",1065.03
5483,54,283,"30.09.2017",true,Approved,WeareA2B,Standard,medium,medium,"13,44",1292.84
5484,36,845,"25.04.2017",false,Approved,Solex,Standard,low,medium,"507,58",945.04
5485,9,1115,"28.12.2017",false,Approved,Norco Bicycles,Standard,medium,small,"1082,36",1216.14
5486,84,682,"25.05.2017",false,Approved,Trek Bicycles,Road,medium,medium,"215,14",290.62
5487,99,856,"15.09.2017",false,Approved,OHM Cycles,Standard,medium,medium,"770,89",1227.34
5488,90,666,"19.11.2017",false,Approved,Solex,Standard,low,medium,"507,58",945.04
5489,23,1903,"19.07.2017",false,Approved,Norco Bicycles,Standard,medium,medium,"381,10",1198.46
5490,0,249,"14.09.2017",true,Approved,Solex,Standard,medium,medium,"53,62",71.49
5491,67,2286,"21.10.2017",true,Approved,Solex,Standard,medium,large,"380,74",1071.23
5492,94,2993,"21.12.2017",true,Approved,Giant Bicycles,Standard,medium,large,"993,66",1635.3
5493,94,421,"21.05.2017",true,Approved,Giant Bicycles,Standard,medium,large,"993,66",1635.3
5494,57,3199,"17.12.2017",false,Approved,WeareA2B,Touring,medium,large,"260,14",1890.39
5495,96,3116,"23.09.2017",false,Approved,WeareA2B,Road,low,small,"1043,77",1172.78
5496,0,1214,"07.12.2017",false,Approved,OHM Cycles,Standard,high,medium,"136,73",227.88
5497,58,2768,"08.10.2017",true,Approved,OHM Cycles,Standard,medium,medium,"141,40",912.52
5498,12,3327,"19.07.2017",false,Approved,WeareA2B,Standard,medium,medium,"161,60",1231.15
5499,44,2995,"28.01.2017",false,Approved,WeareA2B,Standard,medium,medium,"108,76",1769.64
5500,47,3337,"29.05.2017",true,Approved,Trek Bicycles,Road,low,small,"1531,42",1720.7
5501,77,3032,"19.04.2017",true,Approved,Norco Bicycles,Road,medium,large,"795,10",1240.31
5502,68,3337,"11.03.2017",true,Approved,OHM Cycles,Standard,medium,medium,"44,71",1636.9
5503,84,902,"18.11.2017",true,Approved,Trek Bicycles,Road,medium,medium,"215,14",290.62
5504,87,1782,"21.05.2017",false,Approved,Giant Bicycles,Standard,high,medium,"707,40",1179.0
5505,0,3259,"01.05.2017",false,Approved,Solex,Standard,medium,medium,"84,99",441.49
5506,70,2082,"05.12.2017",false,Approved,Trek Bicycles,Standard,high,medium,"297,43",495.72
5507,30,1770,"30.05.2017",true,Approved,Solex,Standard,high,medium,"448,90",748.17
5508,31,2990,"24.05.2017",true,Approved,WeareA2B,Standard,medium,medium,"205,36",752.64
5509,77,3407,"15.02.2017",false,Approved,WeareA2B,Standard,medium,medium,"108,76",1769.64
5510,88,791,"22.02.2017",false,Approved,Norco Bicycles,Standard,medium,medium,"381,10",1198.46
5511,13,1727,"09.06.2017",false,Approved,Solex,Standard,medium,medium,"826,51",1577.53
5512,79,1028,"16.02.2017",true,Approved,Solex,Touring,medium,large,"675,03",2083.94
5513,9,1919,"01.02.2017",true,Approved,OHM Cycles,Road,medium,medium,"667,40",742.54
5514,61,833,"19.07.2017",false,Approved,Norco Bicycles,Standard,medium,small,"521,94",586.45
5515,6,3384,"09.03.2017",true,Approved,OHM Cycles,Standard,high,medium,"136,73",227.88
5516,99,639,"16.02.2017",false,Approved,OHM Cycles,Standard,medium,medium,"770,89",1227.34
5517,18,2698,"01.02.2017",true,Approved,Norco Bicycles,Standard,high,medium,"689,18",1148.64
5518,41,2325,"17.01.2017",true,Approved,Norco Bicycles,Standard,low,medium,"748,90",958.74
5519,39,354,"23.08.2017",true,Approved,Giant Bicycles,Standard,medium,large,"582,48",1812.75
5520,54,2826,"19.12.2017",false,Approved,WeareA2B,Standard,medium,medium,"13,44",1292.84
5521,84,3359,"21.04.2017",true,Approved,Trek Bicycles,Road,medium,medium,"215,14",290.62
5522,89,1219,"26.12.2017",true,Approved,WeareA2B,Touring,medium,large,"57,74",1362.99
5523,25,1591,"14.02.2017",true,Approved,Giant Bicycles,Road,medium,medium,"829,65",1538.99
5524,79,2718,"30.04.2017",false,Approved,Solex,Touring,medium,large,"675,03",2083.94
5525,82,2190,"26.04.2017",false,Approved,Norco Bicycles,Standard,high,medium,"689,18",1148.64
5526,80,242,"20.08.2017",true,Approved,OHM Cycles,Touring,low,medium,"933,84",1073.07
5527,26,2497,"24.04.2017",false,Approved,WeareA2B,Standard,medium,medium,"762,63",1992.93
5528,19,652,"28.10.2017",true,Approved,Trek Bicycles,Mountain,low,medium,"459,71",574.64
5529,34,655,"09.11.2017",false,Approved,Norco Bicycles,Road,high,large,"464,72",774.53
5530,57,2982,"10.01.2017",false,Approved,WeareA2B,Touring,medium,large,"260,14",1890.39
5531,60,1069,"27.01.2017",true,Approved,Giant Bicycles,Standard,high,small,"1759,85",1977.36
5532,0,2798,"29.06.2017",false,Approved,Solex,Road,medium,medium,"312,74",416.98
5533,83,2791,"16.05.2017",false,Approved,Solex,Touring,medium,large,"675,03",2083.94
5534,37,1967,"06.12.2017",false,Approved,OHM Cycles,Standard,low,medium,"248,82",1793.43
5535,96,479,"31.05.2017",true,Approved,WeareA2B,Road,low,small,"1043,77",1172.78
5536,72,2744,"27.08.2017",false,Approved,Norco Bicycles,Standard,medium,medium,"270,30",360.4
5537,19,3231,"05.04.2017",true,Approved,OHM Cycles,Road,high,large,"7,21",12.01
5538,92,2593,"14.03.2017",false,Approved,WeareA2B,Standard,medium,small,"1259,36",1415.01
5539,91,1928,"26.11.2017",false,Approved,WeareA2B,Standard,low,medium,"513,85",642.31
5540,64,1804,"05.08.2017",false,Approved,Trek Bicycles,Standard,medium,large,"596,55",1469.44
5541,62,898,"08.06.2017",true,Approved,Solex,Standard,medium,medium,"298,72",478.16
5542,11,91,"28.07.2017",false,Approved,Giant Bicycles,Standard,high,medium,"764,96",1274.93
5543,31,849,"03.12.2017",true,Approved,Giant Bicycles,Standard,medium,medium,"173,18",230.91
5544,39,2177,"23.09.2017",false,Approved,Giant Bicycles,Standard,medium,large,"582,48",1812.75
5545,87,1629,"30.07.2017",false,Approved,Giant Bicycles,Standard,high,medium,"707,40",1179.0
5546,45,1404,"27.07.2017",false,Approved,Solex,Standard,medium,medium,"84,99",441.49
5547,87,3234,"31.03.2017",true,Approved,Giant Bicycles,Standard,high,medium,"707,40",1179.0
5548,48,2530,"21.09.2017",true,Approved,WeareA2B,Standard,medium,medium,"950,52",1762.96
5549,84,3188,"09.08.2017",false,Approved,Trek Bicycles,Road,medium,medium,"215,14",290.62
5550,83,2390,"05.02.2017",false,Approved,Solex,Touring,medium,large,"675,03",2083.94
5551,45,2912,"13.09.2017",false,Approved,Trek Bicycles,Road,low,medium,"234,43",980.37
5552,79,2674,"19.01.2017",true,Approved,Solex,Touring,medium,large,"675,03",2083.94
5553,19,692,"10.11.2017",false,Approved,OHM Cycles,Road,high,large,"7,21",12.01
5554,78,953,"14.05.2017",false,Approved,Giant Bicycles,Standard,medium,large,"709,48",1765.3
5555,52,637,"15.08.2017",true,Approved,Solex,Road,medium,large,"820,78",1777.8
5556,0,1323,"06.06.2017",false,Approved,OHM Cycles,Road,high,large,"7,21",12.01
5557,13,1420,"22.11.2017",true,Approved,Solex,Standard,medium,medium,"589,27",1163.89
5558,40,2360,"10.10.2017",false,Approved,Trek Bicycles,Road,medium,large,"598,76",1894.19
5559,99,2738,"27.02.2017",false,Approved,OHM Cycles,Standard,medium,medium,"770,89",1227.34
5560,82,1925,"22.05.2017",true,Approved,Norco Bicycles,Standard,high,medium,"689,18",1148.64
5561,37,2245,"22.01.2017",false,Approved,OHM Cycles,Standard,low,medium,"248,82",1793.43
5562,5,1468,"06.12.2017",false,Approved,Trek Bicycles,Mountain,low,medium,"459,71",574.64
5563,39,2824,"15.04.2017",true,Approved,Giant Bicycles,Standard,medium,large,"582,48",1812.75
5564,60,2945,"24.10.2017",false,Approved,Giant Bicycles,Standard,high,small,"1759,85",1977.36
5565,20,3489,"14.02.2017",true,Approved,Trek Bicycles,Standard,medium,small,"1580,47",1775.81
5566,30,3327,"26.06.2017",true,Approved,Solex,Standard,high,medium,"448,90",748.17
5567,5,3151,"09.10.2017",false,Approved,Trek Bicycles,Mountain,low,medium,"459,71",574.64
5568,17,951,"18.02.2017",true,Approved,Solex,Standard,high,medium,"614,80",1024.66
5569,95,1577,"18.08.2017",true,Approved,OHM Cycles,Touring,low,medium,"933,84",1073.07
5570,1,369,"06.08.2017",false,Approved,Giant Bicycles,Standard,medium,medium,"954,82",1403.5
5571,7,3296,"16.03.2017",true,Approved,Trek Bicycles,Road,low,medium,"234,43",980.37
5572,38,3184,"23.10.2017",true,Approved,Solex,Standard,medium,medium,"826,51",1577.53
5573,93,58,"29.06.2017",false,Approved,WeareA2B,Standard,medium,medium,"230,09",1065.03
5574,92,1129,"15.11.2017",true,Approved,WeareA2B,Standard,medium,small,"1259,36",1415.01
5575,31,3046,"05.02.2017",false,Approved,Giant Bicycles,Standard,medium,medium,"173,18",230.91
5576,49,420,"31.05.2017",true,Approved,Solex,Standard,medium,large,"733,58",1061.56
5577,92,1635,"30.06.2017",true,Approved,WeareA2B,Standard,medium,small,"1259,36",1415.01
5578,91,731,"18.08.2017",true,Approved,Solex,Standard,medium,medium,"75,26",100.35
5579,18,2143,"09.09.2017",false,Approved,Norco Bicycles,Standard,high,medium,"689,18",1148.64
5580,78,1322,"02.10.2017",true,Approved,Giant Bicycles,Standard,medium,large,"709,48",1765.3
5581,90,443,"27.02.2017",true,Approved,Solex,Standard,low,medium,"507,58",945.04
5582,58,1211,"10.05.2017",false,Approved,OHM Cycles,Standard,medium,medium,"141,40",912.52
5583,26,2885,"12.04.2017",true,Approved,WeareA2B,Standard,medium,medium,"762,63",1992.93
5584,3,2841,"09.10.2017",false,Approved,Trek Bicycles,Standard,medium,large,"388,92",2091.47
5585,8,941,"07.01.2017",true,Approved,Solex,Road,medium,small,"1516,13",1703.52
5586,1,3074,"20.03.2017",true,Approved,Giant Bicycles,Standard,medium,medium,"954,82",1403.5
5587,7,1132,"21.08.2017",false,Approved,Trek Bicycles,Road,low,medium,"234,43",980.37
5588,81,2425,"15.10.2017",false,Approved,Norco Bicycles,Standard,medium,small,"521,94",586.45
5589,0,945,"01.06.2017",true,Approved,Solex,Standard,medium,medium,"298,72",478.16
5590,29,168,"29.07.2017",false,Approved,Norco Bicycles,Road,medium,medium,"407,54",543.39
5591,32,2331,"08.10.2017",true,Approved,Giant Bicycles,Standard,medium,medium,"211,37",642.7
5592,2,1077,"01.10.2017",false,Approved,Solex,Standard,medium,medium,"53,62",71.49
5593,0,2204,"07.03.2017",true,Approved,Norco Bicycles,Road,medium,medium,"376,84",544.05
5594,73,360,"17.07.2017",false,Approved,Solex,Standard,medium,medium,"333,18",1945.43
5595,26,3264,"19.07.2017",false,Approved,WeareA2B,Standard,medium,medium,"762,63",1992.93
5596,45,1032,"03.06.2017",false,Approved,Solex,Standard,medium,medium,"84,99",441.49
5597,26,2111,"17.07.2017",true,Approved,WeareA2B,Standard,medium,medium,"762,63",1992.93
5598,85,23,"20.12.2017",false,Approved,WeareA2B,Standard,medium,medium,"400,91",1228.07
